,labels,content
655,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","How can I control my anxiety? + I started having anxiety three months ago. I'm new to having anxiety, and it's making me depressed."
656,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","How can I get ""out of my head"" and stop obsessive thoughts? + Often times I find myself thinking scary thoughts and sometimes I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out. How can I stop these thoughts?"
657,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","How do I get my sex drive back after my rape? + I was raped by multiple men, and now I can't stand the sight of myself. I wear lingerie to get my self excited enough to have sex with my wife."
658,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","Why have I been feeling empty lately? + I have a lot on my mind, but all I want to do is stay locked in my room and not socialize with anyone. Why do I feel so alone?"
659,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","My boyfriend feels that I have taken advantage of him + I feel like I took our relationship for granted and he's now to the point that he's giving up.
 I have had trouble feeling like I could trust him but he's given me no reason not to trust him. I know my attitude is also a big issue for him. I have a lot of obligations at home so we don't spend a lot of time together.  How can I fix this relationship?"
660,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","I'm older and just experienced heartbreak + After 25 years, I fell in love for the first time. The person acted for a week and left me without even saying goodbye. My heart is burning, and I can't take this pain."
661,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","How do I stop feeling jealous in my relationship? + My boyfriend and I have been going out for about a year. I suddenly find myself jealous when I see him talking to other girls. I have never been this way before. I don't like these feelings. He said that my jealousy would cause our relationship to have problems. I told him I can't help these feelings. I don't know where they are coming from, but this is how I feel, I tried to stop, but I can't. I really like this guy, but I'm afraid that I'm messing up the relationship. It's just stupid."
662,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","How should I handle the child I had with my ex-wife? + My ex-wife married and used me to have a child. She now uses that child as a pawn. I know my child misses me, but I need to move on and not live in the past. How do I do this? Do I see my child as much as possible or very little? Is it more confusing for the child?"
663,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","Am I being picky when it comes to my boyfriend? + I've been in a relationship for almost a year, and I absolutely trust my boyfriend. He treats me nice, checks on me, and tells me sweet things. However, when it comes to making life decisions, I feel he is very immature. I try to talk things out so we can compromise or make sound decisions together, but he lacks any ideas and prefers to just go with anything to avoid fighting. As far as dates, if I don't say anything, plan it, or have money to chip in, we will not go. I feel like I put in a lot of work supporting and sometimes spoiling, and all I get is a loyal man who will not cheat and say sweet things on occasion."
664,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Why am I all of a sudden having issues communicating with the guy I’m dating? + I started seeing this guy that I met at a mutual friend’s place. He recently broke up with his ex-girlfriend and started seeing me. Everything was great in the beginning, then I started having low self-esteem thoughts and thinking he was hanging with his ex-girlfriend again. It’s all I think about. I am still seeing him, but things have changed because I am at a loss for words. I get stuck in my own thoughts. I like and care for him a lot. He just makes me nervous and gives me the butterflies."
665,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]","How do I deal with parental figures who have hurt me? + People who are parental figures in my life have, in the past, hurt me, and some continue to do so. It makes me feel like I'm not good enough for my husband or the life he provides me. I have had jobs, but I am going through a lot of my past garbage and trying to figure out when it all went wrong. Any time I bring these things up, I am expected to be over the issue. These are people that you can't just cut out, but I have never received apologies for so much of my pain. I don't know what to do any more. I don't know who I am anymore."
666,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",How can I manage my budding anxiety? + I have been thinking a lot about certain situations and having my worries about what others may think or say.
667,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Why does my boyfriend threaten to leave every night? + My boyfriend is always saying he's done with me and says he's leaving, but then at the end of the night, he's still here. He wakes up in the morning, acts like nothing happen, and repeats this every night."
668,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]","Why do I still feel a connection with my ex-boyfriend that hurt me very badly? + My ex-boyfriend boyfriend and I lived together. He had a two year affair with a girl and had three pregnancies with her. One was an abortion, another was a miscarriage, and then she had the third baby. They are not together, but he continues to contact me and wants me back. He has nothing to offer me."
669,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","I over endulge when I drink alcohol and feel extremely guilty about it the next day + I'm a female in my mid 20s. Lately I tend to over drink and I've become a very angry drunk.  In the past, I have even cheated on my boyfriend while I was under the influence of alcohol.  But now, even if I don't do anything wrong and don't embarrass myself, I still feel really guilty after a night of drinking. I don't understand why I'm feeling this way. Does this mean I have a problem?"
670,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Can I control anxiety without medication? + I had a head injury a few years ago and my mind races all the time. I have trouble sleeping and have a lot of anxiety. Every medicine I have been on my body rejects; I get sick to my stomach and get blisters in my mouth. How can I calm my self down? I'm a wreck.
